GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G11000100011413","1990","DC","99","9999","9999","9999","99","9","413","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000066","0000000000","Block 413","S","+38951767","-077078488",,1
"G11000100011417","1990","DC","99","9999","9999","9999","99","9","417","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 417","S","+38949750","-077080074",,4
"G11000100011418","1990","DC","99","9999","9999","9999","99","9","418","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 418","S","+38947150","-077079521",,2
"G11000100011419","1990","DC","99","9999","9999","9999","99","9","419","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 419","S","+38951350","-077081219",,1
"G11000100011420","1990","DC","99","9999","9999","9999","99","9","420","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 420","S","+38952633","-077081571",,34
"G11000100011421","1990","DC","99","9999","9999","9999","99","9","421","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 421","S","+38952883","-077080422",,21
"G11000100011422","1990","DC","99","9999","9999","9999","99","9","422","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 422","S","+38953750","-077080349",,21
"G11000100011423","1990","DC","99","9999","9999","9999","99","9","423","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 423","S","+38953250","-077081643",,16
"G11000100011424","1990","DC","99","9999","9999","9999","99","9","424","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 424","S","+38954050","-077081624",,19
"G11000100011428","1990","DC","99","9999","9999","9999","99","9","428","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 428","S","+38956350","-077076270",,16
"G11000100011429","1990","DC","99","9999","9999","9999","99","9","429","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 429","S","+38955650","-077076272",,19
"G11000100011431","1990","DC","99","9999","9999","9999","99","9","431","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 431","S","+38954783","-077074191",,21
"G11000100011501","1990","DC","99","9999","9999","9999","99","9","501","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 501","S","+38955367","-077083060",,21
"G11000100011502","1990","DC","99","9999","9999","9999","99","9","502","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 502","S","+38955000","-077081626",,30
"G11000100011503","1990","DC","99","9999","9999","9999","99","9","503","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 503","S","+38962567","-077081718",,12
"G11000100011504","1990","DC","99","9999","9999","9999","99","9","504","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000025","0000000000","Block 504","S","+38955050","-077078710",,26
"G11000100011505","1990","DC","99","9999","9999","9999","99","9","505","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 505","S","+38956150","-077078828",,21
"G11000100011506","1990","DC","99","9999","9999","9999","99","9","506","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 506","S","+38955967","-077080449",,10
"G11000100011507","1990","DC","99","9999","9999","9999","99","9","507","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 507","S","+38956200","-077081599",,20
"G11000100011509","1990","DC","99","9999","9999","9999","99","9","509","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 509","S","+38962050","-077081366",,9
"G11000100011510","1990","DC","99","9999","9999","9999","99","9","510","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 510","S","+38957250","-077081599",,21
"G11000100011511","1990","DC","99","9999","9999","9999","99","9","511","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 511","S","+38957050","-077079199",,23
"G11000100011512","1990","DC","99","9999","9999","9999","99","9","512","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 512","S","+38957700","-077079239",,11
"G11000100011514","1990","DC","99","9999","9999","9999","99","9","514","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 514","S","+38958300","-077079235",,8
"G11000100011515","1990","DC","99","9999","9999","9999","99","9","515","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 515","S","+38958250","-077081588",,24
"G11000100011516","1990","DC","99","9999","9999","9999","99","9","516","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 516","S","+38958250","-077083274",,29
"G11000100011519","1990","DC","99","9999","9999","9999","99","9","519","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 519","S","+38957400","-077083517",,13
"G11000100011520","1990","DC","99","9999","9999","9999","99","9","520","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000048","0000000000","Block 520","S","+38961050","-077084103",,3
"G11000100011523","1990","DC","99","9999","9999","9999","99","9","523","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 523","S","+38959800","-077083749",,32
"G11000100011524","1990","DC","99","9999","9999","9999","99","9","524","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 524","S","+38959750","-077082849",,33
"G11000100011525","1990","DC","99","9999","9999","9999","99","9","525","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 525","S","+38959133","-077081760",,38
"G11000100011526","1990","DC","99","9999","9999","9999","99","9","526","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 526","S","+38960467","-077081250",,40
"G11000100011527","1990","DC","99","9999","9999","9999","99","9","527","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 527","S","+38959117","-077079919",,20
"G11000100011528","1990","DC","99","9999","9999","9999","99","9","528","5","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 528","S","+38955000","-077080344",,19
"G11000100012102","1990","DC","99","9999","9999","9999","99","9","102","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 102","S","+38951967","-077069599",,517
"G11000100012103","1990","DC","99","9999","9999","9999","99","9","103","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 103","S","+38951250","-077069312",,175
"G11000100012104","1990","DC","99","9999","9999","9999","99","9","104","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 104","S","+38951300","-077071099",,11
"G11000100012105","1990","DC","99","9999","9999","9999","99","9","105","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 105","S","+38951133","-077072916",,11
"G11000100012106","1990","DC","99","9999","9999","9999","99","9","106","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 106","S","+38951317","-077073953",,5
"G11000100012107","1990","DC","99","9999","9999","9999","99","9","107","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 107","S","+38950650","-077073482",,22
"G11000100012109","1990","DC","99","9999","9999","9999","99","9","109","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 109","S","+38950750","-077071035",,12
"G11000100012110","1990","DC","99","9999","9999","9999","99","9","110","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 110","S","+38950650","-077069137",,67
"G11000100012111","1990","DC","99","9999","9999","9999","99","9","111","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 111","S","+38949500","-077068789",,273
"G11000100012112","1990","DC","99","9999","9999","9999","99","9","112","1","0012","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 112","S","+38949800","-077071238",,17
