GISJOIN,YEAR,STUSAB,REGION,DIVISION,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,BLCK_GRPA,BLOCKA,CONCIT,AIANHHA,AIANHHCC,AITSCE,MSACMSA,CMSA,MACCI,PMSA,NECMA,NECMACCI,CD106,SLDU,SLDL,VTD,VTDI,ZCTA3,ZCTA5,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,SDELM,SDSEC,SDUNI,TAZ,MACC,FYE001,FYE002,FYE003,FYE004,FYE005,FYE006,FYE007
"G11000100081003006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008100","3","3006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","10405","0","Block 3006","S","+38891286","-076993311",,"99999","99999","00030","27A0","50000",48,4,1,0,0,1,4
"G11000100081003007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008100","3","3007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","5143","0","Block 3007","S","+38891622","-076994446",,"99999","99999","00030","27A0","50000",30,3,0,0,0,0,2
"G11000100081003008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008100","3","3008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","6052","0","Block 3008","S","+38891041","-076994446",,"99999","99999","00030","27A0","50000",36,2,0,0,0,0,0
"G11000100081003009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008100","3","3009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12368","0","Block 3009","S","+38890228","-076994450",,"99999","99999","00030","27A0","50000",115,10,0,2,2,0,0
"G11000100082001000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","11418","0","Block 1000","S","+38891338","-076995603",,"99999","99999","00030","27A0","50000",59,9,1,1,0,1,6
"G11000100082001001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","456","0","Block 1001","S","+38891894","-076995981",,"99999","99999","00030","26A0","50000",30,3,0,0,0,0,0
"G11000100082001002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","15402","0","Block 1002","S","+38892014","-076997357",,"99999","99999","00030","26A0","50000",98,11,0,1,0,0,4
"G11000100082001003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","22456","0","Block 1003","S","+38891319","-076997353",,"99999","99999","00030","27A0","50000",165,24,0,2,0,5,4
"G11000100082001004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","24336","0","Block 1004","S","+38890261","-076997348",,"99999","99999","00030","27A0","50000",250,12,1,10,0,2,1
"G11000100082001005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","1","1005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12620","0","Block 1005","S","+38890243","-076995606",,"99999","99999","00030","27A0","50000",85,3,0,0,0,0,0
"G11000100082002000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12786","0","Block 2000","S","+38892419","-076999053",,"99999","99999","00030","26A0","50000",55,3,0,0,0,0,0
"G11000100082002001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","11605","0","Block 2001","S","+38892416","-077000098",,"99999","99999","00030","26A0","50000",61,0,0,0,0,0,1
"G11000100082002002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","13486","0","Block 2002","S","+38892411","-077001341",,"99999","99999","00030","15EB","50000",81,16,0,0,0,0,0
"G11000100082002003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","10217","0","Block 2003","S","+38892985","-077001381",,"99999","99999","00030","15EB","50000",130,7,1,5,0,2,3
"G11000100082002004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","11914","0","Block 2004","S","+38893961","-077001331",,"99999","99999","00030","15EB","50000",15,0,0,0,0,0,0
"G11000100082002005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","16335","0","Block 2005","S","+38894010","-077002795",,"99999","99999","00030","15EB","50000",80,21,0,4,1,0,5
"G11000100082002006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","2961","0","Block 2006","S","+38894694","-077002956",,"99999","99999","00030","15EB","50000",0,0,0,0,0,0,0
"G11000100082002007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","16745","0","Block 2007","S","+38892615","-077002780",,"99999","99999","00030","15EB","50000",120,9,1,0,0,0,3
"G11000100082002008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","34073","0","Block 2008","S","+38892599","-077004624",,"99999","99999","00030","15EB","50000",0,0,0,0,0,0,0
"G11000100082002009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","10124","0","Block 2009","S","+38891780","-077004683",,"99999","99999","00030","16B0","50000",0,1,0,0,0,0,0
"G11000100082002010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","4279","0","Block 2010","S","+38891924","-077002682",,"99999","99999","00030","15EB","50000",3,2,0,0,0,0,1
"G11000100082002011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14397","0","Block 2011","S","+38891264","-077002785",,"99999","99999","00030","16B0","50000",181,11,5,6,3,1,2
"G11000100082002012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","15213","0","Block 2012","S","+38891270","-077001355",,"99999","99999","00030","16B0","50000",88,5,0,4,0,3,2
"G11000100082002013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","9878","0","Block 2013","S","+38891298","-077000102",,"99999","99999","00030","27A0","50000",118,6,0,0,0,2,0
"G11000100082002014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","10727","0","Block 2014","S","+38891298","-076999045",,"99999","99999","00030","27A0","50000",157,8,4,6,0,0,2
"G11000100082002015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","11500","0","Block 2015","S","+38890260","-076999045",,"99999","99999","00030","27A0","50000",40,1,0,0,0,0,0
"G11000100082002016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","10888","0","Block 2016","S","+38890253","-077000123",,"99999","99999","00030","27A0","50000",95,8,0,2,0,0,3
"G11000100082002017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14559","0","Block 2017","S","+38890435","-077001411",,"99999","99999","00030","16B0","50000",171,8,5,4,0,5,4
"G11000100082002018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","4998","0","Block 2018","S","+38890203","-077002347",,"99999","99999","00030","16B0","50000",30,0,0,0,0,4,0
"G11000100082002019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008200","2","2019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","8541","0","Block 2019","S","+38890195","-077003035",,"99999","99999","00030","16B0","50000",82,8,0,0,0,2,0
"G11000100083011000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14911","0","Block 1000","S","+38899421","-076999038",,"99999","99999","00030","26C0","50000",34,67,0,3,0,2,1
"G11000100083011001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","13327","0","Block 1001","S","+38899419","-077000090",,"99999","99999","00030","26C0","50000",35,54,0,8,0,0,0
"G11000100083011002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","21312","0","Block 1002","S","+38899415","-077001386",,"99999","99999","00030","15JB","50000",66,69,1,9,0,7,7
"G11000100083011003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","17699","0","Block 1003","S","+38899411","-077002839",,"99999","99999","00030","15JB","50000",29,17,0,1,0,0,3
"G11000100083011004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","18937","0","Block 1004","S","+38897965","-077002835",,"99999","99999","00030","15JB","50000",38,42,0,1,0,1,0
"G11000100083011005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","23120","0","Block 1005","S","+38897966","-077001385",,"99999","99999","00030","15JB","50000",163,82,1,6,0,8,4
"G11000100083011006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14461","0","Block 1006","S","+38897968","-077000090",,"99999","99999","00030","26C0","50000",76,89,0,3,0,0,6
"G11000100083011007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","1","1007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","16123","0","Block 1007","S","+38897968","-076999049",,"99999","99999","00030","26C0","50000",62,48,0,0,0,2,1
"G11000100083012000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","13715","0","Block 2000","S","+38896574","-076999064",,"99999","99999","00030","26B0","50000",120,32,2,4,0,5,8
"G11000100083012001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12636","0","Block 2001","S","+38896561","-077000138",,"99999","99999","00030","26B0","50000",0,0,0,0,0,0,0
"G11000100083012002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","19405","0","Block 2002","S","+38896561","-077001422",,"99999","99999","00030","15JB","50000",153,46,0,3,4,0,0
"G11000100083012003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","16356","0","Block 2003","S","+38896561","-077002856",,"99999","99999","00030","15JB","50000",103,27,0,2,0,0,3
"G11000100083012004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","13739","0","Block 2004","S","+38895272","-077002825",,"99999","99999","00030","15JB","50000",74,74,0,16,0,0,0
"G11000100083012005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","18602","0","Block 2005","S","+38895261","-077001400",,"99999","99999","00030","15JB","50000",122,45,0,0,0,0,3
"G11000100083012006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","3871","0","Block 2006","S","+38895265","-077000493",,"99999","99999","00030","26B0","50000",67,23,0,0,0,0,2
"G11000100083012007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","8560","0","Block 2007","S","+38895277","-076999998",,"99999","99999","00030","26B0","50000",37,4,1,0,0,0,0
"G11000100083012008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14901","0","Block 2008","S","+38895301","-076999079",,"99999","99999","00030","26B0","50000",102,36,1,0,0,2,5
"G11000100083012009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","6852","0","Block 2009","S","+38894322","-076999062",,"99999","99999","00030","26B0","50000",22,3,0,3,0,0,0
"G11000100083012010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","5488","0","Block 2010","S","+38894321","-077000110",,"99999","99999","00030","26B0","50000",33,3,0,3,0,0,0
"G11000100083012011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","5379","0","Block 2011","S","+38894534","-077001347",,"99999","99999","00030","15JB","50000",2,2,0,0,0,0,0
"G11000100083012012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008301","2","2012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","19958","0","Block 2012","S","+38893517","-076999540",,"99999","99999","00030","26A0","50000",0,0,0,0,0,0,0
"G11000100083021000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","17190","0","Block 1000","S","+38899417","-076995660",,"99999","99999","00030","26C0","50000",25,65,0,4,0,0,2
"G11000100083021001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","29115","0","Block 1001","S","+38899417","-076997390",,"99999","99999","00030","26C0","50000",28,100,1,2,0,0,3
"G11000100083021002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14951","0","Block 1002","S","+38898368","-076997393",,"99999","99999","00030","26C0","50000",0,0,0,0,0,0,0
"G11000100083021003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","18714","0","Block 1003","S","+38897968","-076995656",,"99999","99999","00030","26C0","50000",64,44,0,3,0,1,4
"G11000100083021004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","16949","0","Block 1004","S","+38897611","-076997397",,"99999","99999","00030","26C0","50000",103,88,1,5,0,4,0
"G11000100083021005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12712","0","Block 1005","S","+38896911","-076997397",,"99999","99999","00030","26B0","50000",86,73,0,0,1,0,8
"G11000100083021006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","15725","0","Block 1006","S","+38896566","-076995645",,"99999","99999","00030","26B0","50000",61,52,0,3,0,0,0
"G11000100083021007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14213","0","Block 1007","S","+38896266","-076997382",,"99999","99999","00030","26B0","50000",125,64,0,2,0,0,0
"G11000100083021008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14036","0","Block 1008","S","+38895625","-076997378",,"99999","99999","00030","26B0","50000",70,65,0,2,0,0,8
"G11000100083021009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","9438","0","Block 1009","S","+38895436","-076995629",,"99999","99999","00030","26B0","50000",57,16,0,0,0,1,2
"G11000100083021010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","6758","0","Block 1010","S","+38894878","-076995642",,"99999","99999","00030","26A0","50000",4,6,0,0,0,0,0
"G11000100083021011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","829","0","Block 1011","S","+38894661","-076996546",,"99999","99999","00030","26A0","50000",10,11,0,0,0,0,0
"G11000100083021012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","13397","0","Block 1012","S","+38894961","-076997387",,"99999","99999","00030","26B0","50000",89,49,0,2,0,0,8
"G11000100083021013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","4699","0","Block 1013","S","+38894529","-076997793",,"99999","99999","00030","26B0","50000",30,6,0,0,0,5,1
"G11000100083021014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","20912","0","Block 1014","S","+38894020","-076997383",,"99999","99999","00030","26A0","50000",121,16,0,3,0,3,4
"G11000100083021015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","15423","0","Block 1015","S","+38894005","-076995639",,"99999","99999","00030","26A0","50000",91,11,0,4,0,1,0
"G11000100083021016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","18379","0","Block 1016","S","+38892642","-076995606",,"99999","99999","00030","26A0","50000",5,107,0,0,0,0,0
"G11000100083021017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","19155","0","Block 1017","S","+38892944","-076997294",,"99999","99999","00030","26A0","50000",114,11,0,1,0,0,0
"G11000100083021018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008302","1","1018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","959","0","Block 1018","S","+38891831","-076995269",,"99999","99999","00030","27A0","50000",0,0,0,0,0,0,0
"G11000100084023000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12519","0","Block 3000","S","+38899844","-076984766",,"99999","99999","00030","26J0","50000",0,2,0,1,0,0,0
"G11000100084023001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","22586","0","Block 3001","S","+38899391","-076986555",,"99999","99999","00030","26J0","50000",17,25,0,1,0,0,0
"G11000100084023002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12408","0","Block 3002","S","+38899400","-076987940",,"99999","99999","00030","26J0","50000",12,47,0,2,0,0,1
"G11000100084023003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12780","0","Block 3003","S","+38899762","-076989347",,"99999","99999","00030","26J0","50000",8,63,0,0,0,0,0
"G11000100084023004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","12930","0","Block 3004","S","+38899056","-076989351",,"99999","99999","00030","26J0","50000",32,97,0,0,0,4,9
"G11000100084023005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","20101","0","Block 3005","S","+38897961","-076989406",,"99999","99999","00030","26J0","50000",48,130,0,7,0,0,3
"G11000100084023006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","3","3006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","5758","0","Block 3006","S","+38898594","-076987642",,"99999","99999","00030","26J0","50000",0,32,0,0,0,0,0
"G11000100084024000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","18281","0","Block 4000","S","+38899407","-076990972",,"99999","99999","00030","26J0","50000",18,65,1,2,0,0,4
"G11000100084024001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14156","0","Block 4001","S","+38899411","-076992171",,"99999","99999","00030","26C0","50000",17,94,0,0,0,0,11
"G11000100084024002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","31092","0","Block 4002","S","+38899411","-076993854",,"99999","99999","00030","26C0","50000",23,253,4,2,0,3,7
"G11000100084024003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","8967","0","Block 4003","S","+38897968","-076994710",,"99999","99999","00030","26C0","50000",52,68,0,5,0,0,0
"G11000100084024004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","8681","0","Block 4004","S","+38897961","-076994096",,"99999","99999","00030","26C0","50000",25,56,2,0,0,1,1
"G11000100084024005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","15890","0","Block 4005","S","+38897961","-076993246",,"99999","99999","00030","26C0","50000",0,0,0,0,0,0,0
"G11000100084024006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","14970","0","Block 4006","S","+38897961","-076992176",,"99999","99999","00030","26C0","50000",33,129,3,1,0,1,4
"G11000100084024007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","19509","0","Block 4007","S","+38897961","-076990982",,"99999","99999","00030","26J0","50000",51,188,0,0,2,1,16
"G11000100084024008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","3071","0","Block 4008","S","+38897136","-076991060",,"99999","99999","00030","26J0","50000",0,0,0,0,0,0,0
"G11000100084024009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","008402","4","4009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"6","P","200","20002","7567","0","Block 4009","S","+38896754","-076992152",,"99999","99999","00030","26B0","50000",9,47,0,2,0,0,0
