GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G11000100090209","1970","District Of Columbia","11","District Of Columbia","001","0090","209","Tract   90 Block 209","1",6,6,6,5,0,0
"G11000100090210","1970","District Of Columbia","11","District Of Columbia","001","0090","210","Tract   90 Block 210","1",38,44,32,40,0,0
"G11000100090211","1970","District Of Columbia","11","District Of Columbia","001","0090","211","Tract   90 Block 211","1",7,11,7,11,0,0
"G11000100090212","1970","District Of Columbia","11","District Of Columbia","001","0090","212","Tract   90 Block 212","1",4,7,2,5,0,0
"G11000100090213","1970","District Of Columbia","11","District Of Columbia","001","0090","213","Tract   90 Block 213","1",46,46,37,34,0,0
"G11000100090215","1970","District Of Columbia","11","District Of Columbia","001","0090","215","Tract   90 Block 215","1",196,238,190,231,2,1
"G11000100090217","1970","District Of Columbia","11","District Of Columbia","001","0090","217","Tract   90 Block 217","1",49,49,44,45,0,0
"G11000100090218","1970","District Of Columbia","11","District Of Columbia","001","0090","218","Tract   90 Block 218","1",34,33,30,30,1,1
"G11000100090219","1970","District Of Columbia","11","District Of Columbia","001","0090","219","Tract   90 Block 219","1",24,26,21,23,0,0
"G11000100090220","1970","District Of Columbia","11","District Of Columbia","001","0090","220","Tract   90 Block 220","1",8,8,7,7,0,0
"G11000100090301","1970","District Of Columbia","11","District Of Columbia","001","0090","301","Tract   90 Block 301","1",37,27,37,27,0,0
"G11000100090302","1970","District Of Columbia","11","District Of Columbia","001","0090","302","Tract   90 Block 302","1",11,12,0,0,0,0
"G11000100090304","1970","District Of Columbia","11","District Of Columbia","001","0090","304","Tract   90 Block 304","1",6,8,0,0,0,0
"G11000100090305","1970","District Of Columbia","11","District Of Columbia","001","0090","305","Tract   90 Block 305","1",8,14,5,3,0,0
"G11000100090306","1970","District Of Columbia","11","District Of Columbia","001","0090","306","Tract   90 Block 306","1",-2,2,,,,
"G11000100090308","1970","District Of Columbia","11","District Of Columbia","001","0090","308","Tract   90 Block 308","1",14,20,12,18,0,0
"G11000100090309","1970","District Of Columbia","11","District Of Columbia","001","0090","309","Tract   90 Block 309","1",-2,0,,,,
"G11000100090310","1970","District Of Columbia","11","District Of Columbia","001","0090","310","Tract   90 Block 310","1",9,16,8,15,0,0
"G11000100090311","1970","District Of Columbia","11","District Of Columbia","001","0090","311","Tract   90 Block 311","1",6,4,6,4,0,0
"G11000100090312","1970","District Of Columbia","11","District Of Columbia","001","0090","312","Tract   90 Block 312","1",36,43,32,35,0,0
"G11000100090313","1970","District Of Columbia","11","District Of Columbia","001","0090","313","Tract   90 Block 313","1",55,65,51,53,1,0
"G1100010009101101","1970","District Of Columbia","11","District Of Columbia","001","009101","101","Tract   91.01 Block 101","1",56,58,38,36,0,0
"G1100010009101103","1970","District Of Columbia","11","District Of Columbia","001","009101","103","Tract   91.01 Block 103","1",67,69,63,64,0,0
"G1100010009101104","1970","District Of Columbia","11","District Of Columbia","001","009101","104","Tract   91.01 Block 104","1",52,58,48,53,1,1
"G1100010009101105","1970","District Of Columbia","11","District Of Columbia","001","009101","105","Tract   91.01 Block 105","1",100,112,90,104,0,0
"G1100010009101106","1970","District Of Columbia","11","District Of Columbia","001","009101","106","Tract   91.01 Block 106","1",51,60,43,51,0,1
"G1100010009101107","1970","District Of Columbia","11","District Of Columbia","001","009101","107","Tract   91.01 Block 107","1",29,26,25,21,0,2
"G1100010009101108","1970","District Of Columbia","11","District Of Columbia","001","009101","108","Tract   91.01 Block 108","1",79,87,71,80,1,1
"G1100010009101201","1970","District Of Columbia","11","District Of Columbia","001","009101","201","Tract   91.01 Block 201","1",83,98,75,84,0,0
"G1100010009101202","1970","District Of Columbia","11","District Of Columbia","001","009101","202","Tract   91.01 Block 202","1",61,82,51,63,2,3
"G1100010009101203","1970","District Of Columbia","11","District Of Columbia","001","009101","203","Tract   91.01 Block 203","1",117,113,116,109,0,0
"G1100010009101204","1970","District Of Columbia","11","District Of Columbia","001","009101","204","Tract   91.01 Block 204","1",78,94,74,88,0,0
"G1100010009101205","1970","District Of Columbia","11","District Of Columbia","001","009101","205","Tract   91.01 Block 205","1",64,61,50,44,0,0
"G1100010009101206","1970","District Of Columbia","11","District Of Columbia","001","009101","206","Tract   91.01 Block 206","1",59,48,59,47,0,1
"G1100010009101207","1970","District Of Columbia","11","District Of Columbia","001","009101","207","Tract   91.01 Block 207","1",96,97,94,94,0,0
"G1100010009101301","1970","District Of Columbia","11","District Of Columbia","001","009101","301","Tract   91.01 Block 301","1",10,12,8,7,0,0
"G1100010009101302","1970","District Of Columbia","11","District Of Columbia","001","009101","302","Tract   91.01 Block 302","1",65,59,60,49,0,0
"G1100010009101303","1970","District Of Columbia","11","District Of Columbia","001","009101","303","Tract   91.01 Block 303","1",27,32,27,32,0,0
"G1100010009101304","1970","District Of Columbia","11","District Of Columbia","001","009101","304","Tract   91.01 Block 304","1",47,57,46,55,0,0
"G1100010009101306","1970","District Of Columbia","11","District Of Columbia","001","009101","306","Tract   91.01 Block 306","1",64,94,53,84,2,2
"G1100010009101307","1970","District Of Columbia","11","District Of Columbia","001","009101","307","Tract   91.01 Block 307","1",18,30,14,24,0,0
"G1100010009101308","1970","District Of Columbia","11","District Of Columbia","001","009101","308","Tract   91.01 Block 308","1",34,43,32,41,0,0
"G1100010009101309","1970","District Of Columbia","11","District Of Columbia","001","009101","309","Tract   91.01 Block 309","1",9,14,9,13,0,1
"G1100010009101310","1970","District Of Columbia","11","District Of Columbia","001","009101","310","Tract   91.01 Block 310","1",22,14,21,12,0,0
"G1100010009101311","1970","District Of Columbia","11","District Of Columbia","001","009101","311","Tract   91.01 Block 311","1",119,133,110,117,0,1
"G1100010009101312","1970","District Of Columbia","11","District Of Columbia","001","009101","312","Tract   91.01 Block 312","1",19,18,19,18,0,0
"G1100010009101313","1970","District Of Columbia","11","District Of Columbia","001","009101","313","Tract   91.01 Block 313","1",24,20,24,20,0,0
"G1100010009101314","1970","District Of Columbia","11","District Of Columbia","001","009101","314","Tract   91.01 Block 314","1",93,105,90,101,0,0
"G1100010009101315","1970","District Of Columbia","11","District Of Columbia","001","009101","315","Tract   91.01 Block 315","1",9,11,9,10,0,0
"G1100010009101317","1970","District Of Columbia","11","District Of Columbia","001","009101","317","Tract   91.01 Block 317","1",28,28,27,28,0,0
"G1100010009101401","1970","District Of Columbia","11","District Of Columbia","001","009101","401","Tract   91.01 Block 401","1",60,73,60,71,0,0
"G1100010009101402","1970","District Of Columbia","11","District Of Columbia","001","009101","402","Tract   91.01 Block 402","1",42,44,40,41,0,0
"G1100010009101403","1970","District Of Columbia","11","District Of Columbia","001","009101","403","Tract   91.01 Block 403","1",101,327,65,73,0,0
"G1100010009101407","1970","District Of Columbia","11","District Of Columbia","001","009101","407","Tract   91.01 Block 407","1",51,54,40,41,0,0
"G1100010009101409","1970","District Of Columbia","11","District Of Columbia","001","009101","409","Tract   91.01 Block 409","1",54,53,50,48,0,0
"G1100010009101410","1970","District Of Columbia","11","District Of Columbia","001","009101","410","Tract   91.01 Block 410","1",28,19,28,18,0,0
"G1100010009101411","1970","District Of Columbia","11","District Of Columbia","001","009101","411","Tract   91.01 Block 411","1",52,50,52,50,0,0
"G1100010009101414","1970","District Of Columbia","11","District Of Columbia","001","009101","414","Tract   91.01 Block 414","1",16,15,16,15,0,0
"G1100010009101501","1970","District Of Columbia","11","District Of Columbia","001","009101","501","Tract   91.01 Block 501","1",15,15,11,13,0,0
"G1100010009101502","1970","District Of Columbia","11","District Of Columbia","001","009101","502","Tract   91.01 Block 502","1",41,33,37,30,0,0
"G1100010009101503","1970","District Of Columbia","11","District Of Columbia","001","009101","503","Tract   91.01 Block 503","1",26,35,26,34,0,0
"G1100010009101504","1970","District Of Columbia","11","District Of Columbia","001","009101","504","Tract   91.01 Block 504","1",73,90,63,82,0,0
"G1100010009101507","1970","District Of Columbia","11","District Of Columbia","001","009101","507","Tract   91.01 Block 507","1",35,33,33,28,1,0
"G1100010009101510","1970","District Of Columbia","11","District Of Columbia","001","009101","510","Tract   91.01 Block 510","1",81,89,64,65,0,0
"G1100010009101511","1970","District Of Columbia","11","District Of Columbia","001","009101","511","Tract   91.01 Block 511","1",27,22,26,20,0,0
"G1100010009102101","1970","District Of Columbia","11","District Of Columbia","001","009102","101","Tract   91.02 Block 101","1",-2,1,,,,
"G1100010009102103","1970","District Of Columbia","11","District Of Columbia","001","009102","103","Tract   91.02 Block 103","1",18,24,15,22,1,1
"G1100010009102104","1970","District Of Columbia","11","District Of Columbia","001","009102","104","Tract   91.02 Block 104","1",10,6,9,5,0,0
"G1100010009102105","1970","District Of Columbia","11","District Of Columbia","001","009102","105","Tract   91.02 Block 105","1",16,15,16,15,0,0
"G1100010009102106","1970","District Of Columbia","11","District Of Columbia","001","009102","106","Tract   91.02 Block 106","1",22,28,18,21,0,0
"G1100010009102107","1970","District Of Columbia","11","District Of Columbia","001","009102","107","Tract   91.02 Block 107","1",33,48,31,46,0,0
"G1100010009102108","1970","District Of Columbia","11","District Of Columbia","001","009102","108","Tract   91.02 Block 108","1",34,42,26,34,0,0
"G1100010009102109","1970","District Of Columbia","11","District Of Columbia","001","009102","109","Tract   91.02 Block 109","1",54,72,49,62,0,0
"G1100010009102110","1970","District Of Columbia","11","District Of Columbia","001","009102","110","Tract   91.02 Block 110","1",4,4,4,4,0,0
"G1100010009102111","1970","District Of Columbia","11","District Of Columbia","001","009102","111","Tract   91.02 Block 111","1",16,26,14,24,0,0
"G1100010009102112","1970","District Of Columbia","11","District Of Columbia","001","009102","112","Tract   91.02 Block 112","1",32,32,29,31,1,0
"G1100010009102113","1970","District Of Columbia","11","District Of Columbia","001","009102","113","Tract   91.02 Block 113","1",21,22,21,22,0,0
"G1100010009102114","1970","District Of Columbia","11","District Of Columbia","001","009102","114","Tract   91.02 Block 114","1",13,17,13,15,0,0
"G1100010009102115","1970","District Of Columbia","11","District Of Columbia","001","009102","115","Tract   91.02 Block 115","1",102,147,102,147,0,0
"G1100010009102201","1970","District Of Columbia","11","District Of Columbia","001","009102","201","Tract   91.02 Block 201","1",10,19,10,19,0,0
"G1100010009102202","1970","District Of Columbia","11","District Of Columbia","001","009102","202","Tract   91.02 Block 202","1",437,551,429,543,4,2
"G1100010009102203","1970","District Of Columbia","11","District Of Columbia","001","009102","203","Tract   91.02 Block 203","1",133,121,128,119,5,2
"G1100010009102204","1970","District Of Columbia","11","District Of Columbia","001","009102","204","Tract   91.02 Block 204","1",179,203,176,203,2,0
"G1100010009102205","1970","District Of Columbia","11","District Of Columbia","001","009102","205","Tract   91.02 Block 205","1",258,299,245,296,5,1
"G1100010009102206","1970","District Of Columbia","11","District Of Columbia","001","009102","206","Tract   91.02 Block 206","1",167,168,161,160,1,2
"G1100010009102207","1970","District Of Columbia","11","District Of Columbia","001","009102","207","Tract   91.02 Block 207","1",202,204,195,195,2,0
"G1100010009102208","1970","District Of Columbia","11","District Of Columbia","001","009102","208","Tract   91.02 Block 208","1",413,475,398,455,1,0
"G1100010009102209","1970","District Of Columbia","11","District Of Columbia","001","009102","209","Tract   91.02 Block 209","1",69,63,63,52,0,0
"G1100010009102210","1970","District Of Columbia","11","District Of Columbia","001","009102","210","Tract   91.02 Block 210","1",204,200,202,199,0,0
"G1100010009102211","1970","District Of Columbia","11","District Of Columbia","001","009102","211","Tract   91.02 Block 211","1",173,222,167,218,0,0
"G1100010009102213","1970","District Of Columbia","11","District Of Columbia","001","009102","213","Tract   91.02 Block 213","1",57,77,57,77,0,0
"G1100010009102214","1970","District Of Columbia","11","District Of Columbia","001","009102","214","Tract   91.02 Block 214","1",146,176,137,168,3,3
"G1100010009102215","1970","District Of Columbia","11","District Of Columbia","001","009102","215","Tract   91.02 Block 215","1",19,26,19,26,0,0
"G1100010009102217","1970","District Of Columbia","11","District Of Columbia","001","009102","217","Tract   91.02 Block 217","1",33,48,31,43,1,2
"G1100010009102218","1970","District Of Columbia","11","District Of Columbia","001","009102","218","Tract   91.02 Block 218","1",74,92,72,89,0,0
"G1100010009102222","1970","District Of Columbia","11","District Of Columbia","001","009102","222","Tract   91.02 Block 222","1",18,8,18,8,0,0
"G11000100092101","1970","District Of Columbia","11","District Of Columbia","001","0092","101","Tract   92 Block 101","1",0,8,0,0,0,1
"G11000100092102","1970","District Of Columbia","11","District Of Columbia","001","0092","102","Tract   92 Block 102","1",10,19,0,0,0,0
"G11000100092103","1970","District Of Columbia","11","District Of Columbia","001","0092","103","Tract   92 Block 103","1",49,22,11,10,3,0
"G11000100092104","1970","District Of Columbia","11","District Of Columbia","001","0092","104","Tract   92 Block 104","1",72,69,37,43,8,3
"G11000100092105","1970","District Of Columbia","11","District Of Columbia","001","0092","105","Tract   92 Block 105","1",48,52,19,29,0,0
"G11000100092201","1970","District Of Columbia","11","District Of Columbia","001","0092","201","Tract   92 Block 201","1",100,114,88,103,4,0
"G11000100092203","1970","District Of Columbia","11","District Of Columbia","001","0092","203","Tract   92 Block 203","1",129,148,127,144,0,0
"G11000100092205","1970","District Of Columbia","11","District Of Columbia","001","0092","205","Tract   92 Block 205","1",104,115,93,106,2,0
"G11000100092206","1970","District Of Columbia","11","District Of Columbia","001","0092","206","Tract   92 Block 206","1",43,45,40,42,0,0
"G11000100092209","1970","District Of Columbia","11","District Of Columbia","001","0092","209","Tract   92 Block 209","1",8,11,8,11,0,0
"G11000100092301","1970","District Of Columbia","11","District Of Columbia","001","0092","301","Tract   92 Block 301","1",74,81,65,63,1,1
"G11000100092302","1970","District Of Columbia","11","District Of Columbia","001","0092","302","Tract   92 Block 302","1",81,106,66,79,2,4
"G11000100092303","1970","District Of Columbia","11","District Of Columbia","001","0092","303","Tract   92 Block 303","1",412,402,198,229,8,1
"G11000100092305","1970","District Of Columbia","11","District Of Columbia","001","0092","305","Tract   92 Block 305","1",299,9,1,0,1,0
"G11000100092306","1970","District Of Columbia","11","District Of Columbia","001","0092","306","Tract   92 Block 306","1",103,126,101,123,0,0
"G11000100092401","1970","District Of Columbia","11","District Of Columbia","001","0092","401","Tract   92 Block 401","1",152,934,2,227,3,12
"G11000100092402","1970","District Of Columbia","11","District Of Columbia","001","0092","402","Tract   92 Block 402","1",75,108,70,95,0,0
"G11000100092403","1970","District Of Columbia","11","District Of Columbia","001","0092","403","Tract   92 Block 403","1",101,120,98,99,0,0
"G11000100092405","1970","District Of Columbia","11","District Of Columbia","001","0092","405","Tract   92 Block 405","1",81,80,81,80,0,0
"G11000100092406","1970","District Of Columbia","11","District Of Columbia","001","0092","406","Tract   92 Block 406","1",72,94,70,90,0,0
"G11000100092407","1970","District Of Columbia","11","District Of Columbia","001","0092","407","Tract   92 Block 407","1",100,96,98,92,0,1
"G11000100092408","1970","District Of Columbia","11","District Of Columbia","001","0092","408","Tract   92 Block 408","1",92,129,88,127,0,0
"G11000100092409","1970","District Of Columbia","11","District Of Columbia","001","0092","409","Tract   92 Block 409","1",91,107,89,107,0,0
"G11000100092410","1970","District Of Columbia","11","District Of Columbia","001","0092","410","Tract   92 Block 410","1",64,80,64,77,0,0
"G11000100092505","1970","District Of Columbia","11","District Of Columbia","001","0092","505","Tract   92 Block 505","1",166,186,156,167,0,2
"G11000100092507","1970","District Of Columbia","11","District Of Columbia","001","0092","507","Tract   92 Block 507","1",85,105,78,93,0,0
"G11000100092508","1970","District Of Columbia","11","District Of Columbia","001","0092","508","Tract   92 Block 508","1",29,33,27,31,0,0
"G11000100092509","1970","District Of Columbia","11","District Of Columbia","001","0092","509","Tract   92 Block 509","1",42,32,41,32,0,0
"G11000100092510","1970","District Of Columbia","11","District Of Columbia","001","0092","510","Tract   92 Block 510","1",29,33,29,33,0,0
"G11000100092511","1970","District Of Columbia","11","District Of Columbia","001","0092","511","Tract   92 Block 511","1",23,34,23,33,0,0
"G11000100092512","1970","District Of Columbia","11","District Of Columbia","001","0092","512","Tract   92 Block 512","1",11,15,10,14,0,0
"G11000100092602","1970","District Of Columbia","11","District Of Columbia","001","0092","602","Tract   92 Block 602","1",189,191,180,183,3,1
"G11000100092604","1970","District Of Columbia","11","District Of Columbia","001","0092","604","Tract   92 Block 604","1",448,513,384,458,0,5
"G11000100092605","1970","District Of Columbia","11","District Of Columbia","001","0092","605","Tract   92 Block 605","1",58,69,56,66,0,0
"G11000100092606","1970","District Of Columbia","11","District Of Columbia","001","0092","606","Tract   92 Block 606","1",80,87,79,86,1,0
"G11000100092607","1970","District Of Columbia","11","District Of Columbia","001","0092","607","Tract   92 Block 607","1",99,92,97,91,1,0
"G11000100092608","1970","District Of Columbia","11","District Of Columbia","001","0092","608","Tract   92 Block 608","1",69,100,59,88,0,0
"G11000100093101","1970","District Of Columbia","11","District Of Columbia","001","0093","101","Tract   93 Block 101","1",59,70,53,63,0,0
"G11000100093102","1970","District Of Columbia","11","District Of Columbia","001","0093","102","Tract   93 Block 102","1",46,46,40,39,0,0
"G11000100093103","1970","District Of Columbia","11","District Of Columbia","001","0093","103","Tract   93 Block 103","1",35,55,24,41,1,3
"G11000100093104","1970","District Of Columbia","11","District Of Columbia","001","0093","104","Tract   93 Block 104","1",40,47,36,37,0,0
"G11000100093105","1970","District Of Columbia","11","District Of Columbia","001","0093","105","Tract   93 Block 105","1",38,36,34,33,0,0
"G11000100093106","1970","District Of Columbia","11","District Of Columbia","001","0093","106","Tract   93 Block 106","1",36,49,34,48,1,1
"G11000100093107","1970","District Of Columbia","11","District Of Columbia","001","0093","107","Tract   93 Block 107","1",36,40,34,39,0,0
"G11000100093108","1970","District Of Columbia","11","District Of Columbia","001","0093","108","Tract   93 Block 108","1",24,37,22,36,0,0
"G11000100093109","1970","District Of Columbia","11","District Of Columbia","001","0093","109","Tract   93 Block 109","1",16,20,8,12,0,0
"G11000100093110","1970","District Of Columbia","11","District Of Columbia","001","0093","110","Tract   93 Block 110","1",29,37,25,35,0,0
"G11000100093111","1970","District Of Columbia","11","District Of Columbia","001","0093","111","Tract   93 Block 111","1",25,36,19,27,0,0
"G11000100093112","1970","District Of Columbia","11","District Of Columbia","001","0093","112","Tract   93 Block 112","1",39,40,39,38,0,0
"G11000100093113","1970","District Of Columbia","11","District Of Columbia","001","0093","113","Tract   93 Block 113","1",21,27,21,26,0,0
"G11000100093114","1970","District Of Columbia","11","District Of Columbia","001","0093","114","Tract   93 Block 114","1",31,41,25,35,0,0
"G11000100093115","1970","District Of Columbia","11","District Of Columbia","001","0093","115","Tract   93 Block 115","1",22,30,21,27,0,2
"G11000100093201","1970","District Of Columbia","11","District Of Columbia","001","0093","201","Tract   93 Block 201","1",22,25,21,23,1,0
"G11000100093202","1970","District Of Columbia","11","District Of Columbia","001","0093","202","Tract   93 Block 202","1",23,30,21,27,1,2
"G11000100093203","1970","District Of Columbia","11","District Of Columbia","001","0093","203","Tract   93 Block 203","1",22,20,18,13,0,0
"G11000100093204","1970","District Of Columbia","11","District Of Columbia","001","0093","204","Tract   93 Block 204","1",5,9,5,9,0,0
"G11000100093205","1970","District Of Columbia","11","District Of Columbia","001","0093","205","Tract   93 Block 205","1",40,51,37,47,0,0
"G11000100093206","1970","District Of Columbia","11","District Of Columbia","001","0093","206","Tract   93 Block 206","1",23,23,21,19,0,1
"G11000100093207","1970","District Of Columbia","11","District Of Columbia","001","0093","207","Tract   93 Block 207","1",24,23,20,20,0,0
"G11000100093209","1970","District Of Columbia","11","District Of Columbia","001","0093","209","Tract   93 Block 209","1",38,28,35,27,0,0
"G11000100093211","1970","District Of Columbia","11","District Of Columbia","001","0093","211","Tract   93 Block 211","1",7,8,5,7,0,0
"G11000100093212","1970","District Of Columbia","11","District Of Columbia","001","0093","212","Tract   93 Block 212","1",13,5,5,4,6,0
"G11000100093213","1970","District Of Columbia","11","District Of Columbia","001","0093","213","Tract   93 Block 213","1",-2,2,,,,
"G11000100093214","1970","District Of Columbia","11","District Of Columbia","001","0093","214","Tract   93 Block 214","1",132,166,103,115,4,3
"G11000100093302","1970","District Of Columbia","11","District Of Columbia","001","0093","302","Tract   93 Block 302","1",44,30,43,28,0,0
"G11000100093304","1970","District Of Columbia","11","District Of Columbia","001","0093","304","Tract   93 Block 304","1",285,374,277,368,4,3
"G11000100093306","1970","District Of Columbia","11","District Of Columbia","001","0093","306","Tract   93 Block 306","1",44,56,43,52,1,1
"G11000100093308","1970","District Of Columbia","11","District Of Columbia","001","0093","308","Tract   93 Block 308","1",17,23,16,22,0,0
"G11000100093309","1970","District Of Columbia","11","District Of Columbia","001","0093","309","Tract   93 Block 309","1",34,40,33,37,0,0
"G11000100093310","1970","District Of Columbia","11","District Of Columbia","001","0093","310","Tract   93 Block 310","1",34,40,34,38,0,1
"G11000100093311","1970","District Of Columbia","11","District Of Columbia","001","0093","311","Tract   93 Block 311","1",36,37,36,37,0,0
"G11000100093312","1970","District Of Columbia","11","District Of Columbia","001","0093","312","Tract   93 Block 312","1",28,34,28,34,0,0
"G11000100093313","1970","District Of Columbia","11","District Of Columbia","001","0093","313","Tract   93 Block 313","1",26,27,24,26,0,0
"G11000100093401","1970","District Of Columbia","11","District Of Columbia","001","0093","401","Tract   93 Block 401","1",50,48,50,48,0,0
"G11000100093402","1970","District Of Columbia","11","District Of Columbia","001","0093","402","Tract   93 Block 402","1",37,46,37,46,0,0
"G11000100093403","1970","District Of Columbia","11","District Of Columbia","001","0093","403","Tract   93 Block 403","1",37,61,36,57,0,0
"G11000100093404","1970","District Of Columbia","11","District Of Columbia","001","0093","404","Tract   93 Block 404","1",59,58,44,43,0,0
"G11000100093405","1970","District Of Columbia","11","District Of Columbia","001","0093","405","Tract   93 Block 405","1",37,29,18,21,1,0
"G11000100093406","1970","District Of Columbia","11","District Of Columbia","001","0093","406","Tract   93 Block 406","1",45,58,36,44,2,3
"G11000100093407","1970","District Of Columbia","11","District Of Columbia","001","0093","407","Tract   93 Block 407","1",35,30,20,22,0,0
"G11000100093408","1970","District Of Columbia","11","District Of Columbia","001","0093","408","Tract   93 Block 408","1",49,54,21,20,1,4
"G11000100093409","1970","District Of Columbia","11","District Of Columbia","001","0093","409","Tract   93 Block 409","1",33,35,14,12,0,0
"G11000100093410","1970","District Of Columbia","11","District Of Columbia","001","0093","410","Tract   93 Block 410","1",46,41,28,25,0,0
"G11000100093501","1970","District Of Columbia","11","District Of Columbia","001","0093","501","Tract   93 Block 501","1",47,27,11,11,0,0
"G11000100093502","1970","District Of Columbia","11","District Of Columbia","001","0093","502","Tract   93 Block 502","1",45,48,20,20,0,0
"G11000100093503","1970","District Of Columbia","11","District Of Columbia","001","0093","503","Tract   93 Block 503","1",5,6,0,0,0,0
"G11000100093505","1970","District Of Columbia","11","District Of Columbia","001","0093","505","Tract   93 Block 505","1",4,3,4,3,0,0
"G11000100093506","1970","District Of Columbia","11","District Of Columbia","001","0093","506","Tract   93 Block 506","1",3,18,3,3,0,0
"G11000100093507","1970","District Of Columbia","11","District Of Columbia","001","0093","507","Tract   93 Block 507","1",35,43,7,9,4,2
"G11000100093508","1970","District Of Columbia","11","District Of Columbia","001","0093","508","Tract   93 Block 508","1",28,29,11,13,0,0
"G11000100093509","1970","District Of Columbia","11","District Of Columbia","001","0093","509","Tract   93 Block 509","1",32,41,9,10,0,1
"G11000100093510","1970","District Of Columbia","11","District Of Columbia","001","0093","510","Tract   93 Block 510","1",5,0,0,0,0,0
"G11000100093511","1970","District Of Columbia","11","District Of Columbia","001","0093","511","Tract   93 Block 511","1",14,23,12,19,0,0
"G11000100093512","1970","District Of Columbia","11","District Of Columbia","001","0093","512","Tract   93 Block 512","1",24,17,22,16,0,0
"G11000100093601","1970","District Of Columbia","11","District Of Columbia","001","0093","601","Tract   93 Block 601","1",22,27,22,24,0,0
"G11000100093602","1970","District Of Columbia","11","District Of Columbia","001","0093","602","Tract   93 Block 602","1",11,10,7,8,0,0
"G11000100093603","1970","District Of Columbia","11","District Of Columbia","001","0093","603","Tract   93 Block 603","1",39,44,18,28,7,2
"G11000100093604","1970","District Of Columbia","11","District Of Columbia","001","0093","604","Tract   93 Block 604","1",60,65,58,63,0,1
"G11000100093605","1970","District Of Columbia","11","District Of Columbia","001","0093","605","Tract   93 Block 605","1",36,37,32,30,0,0
"G11000100093606","1970","District Of Columbia","11","District Of Columbia","001","0093","606","Tract   93 Block 606","1",25,34,21,30,0,0
"G11000100093607","1970","District Of Columbia","11","District Of Columbia","001","0093","607","Tract   93 Block 607","1",56,49,55,48,0,0
"G11000100093608","1970","District Of Columbia","11","District Of Columbia","001","0093","608","Tract   93 Block 608","1",26,27,25,26,0,0
"G11000100093609","1970","District Of Columbia","11","District Of Columbia","001","0093","609","Tract   93 Block 609","1",57,83,55,78,0,0
"G11000100093701","1970","District Of Columbia","11","District Of Columbia","001","0093","701","Tract   93 Block 701","1",44,46,44,46,0,0
"G11000100093702","1970","District Of Columbia","11","District Of Columbia","001","0093","702","Tract   93 Block 702","1",107,120,81,96,2,4
"G11000100093703","1970","District Of Columbia","11","District Of Columbia","001","0093","703","Tract   93 Block 703","1",15,17,13,13,1,4
"G11000100093704","1970","District Of Columbia","11","District Of Columbia","001","0093","704","Tract   93 Block 704","1",55,71,50,67,0,0
"G11000100093705","1970","District Of Columbia","11","District Of Columbia","001","0093","705","Tract   93 Block 705","1",66,82,65,80,0,0
"G11000100093706","1970","District Of Columbia","11","District Of Columbia","001","0093","706","Tract   93 Block 706","1",54,65,49,62,0,0
"G11000100093707","1970","District Of Columbia","11","District Of Columbia","001","0093","707","Tract   93 Block 707","1",50,66,48,65,0,0
"G11000100093708","1970","District Of Columbia","11","District Of Columbia","001","0093","708","Tract   93 Block 708","1",35,47,35,47,0,0
"G11000100093709","1970","District Of Columbia","11","District Of Columbia","001","0093","709","Tract   93 Block 709","1",7,8,7,8,0,0
"G11000100093801","1970","District Of Columbia","11","District Of Columbia","001","0093","801","Tract   93 Block 801","1",106,152,97,137,0,0
"G11000100093802","1970","District Of Columbia","11","District Of Columbia","001","0093","802","Tract   93 Block 802","1",29,34,29,34,0,0
"G11000100093803","1970","District Of Columbia","11","District Of Columbia","001","0093","803","Tract   93 Block 803","1",69,74,68,73,0,0
"G11000100093804","1970","District Of Columbia","11","District Of Columbia","001","0093","804","Tract   93 Block 804","1",58,70,55,65,0,0
"G11000100093805","1970","District Of Columbia","11","District Of Columbia","001","0093","805","Tract   93 Block 805","1",37,37,37,37,0,0
"G11000100093806","1970","District Of Columbia","11","District Of Columbia","001","0093","806","Tract   93 Block 806","1",25,33,25,33,0,0
"G11000100094101","1970","District Of Columbia","11","District Of Columbia","001","0094","101","Tract   94 Block 101","1",15,16,12,13,0,0
"G11000100094103","1970","District Of Columbia","11","District Of Columbia","001","0094","103","Tract   94 Block 103","1",37,50,36,45,0,0
"G11000100094104","1970","District Of Columbia","11","District Of Columbia","001","0094","104","Tract   94 Block 104","1",39,43,36,38,0,0
"G11000100094105","1970","District Of Columbia","11","District Of Columbia","001","0094","105","Tract   94 Block 105","1",42,46,30,31,0,0
"G11000100094107","1970","District Of Columbia","11","District Of Columbia","001","0094","107","Tract   94 Block 107","1",35,37,30,32,3,3
"G11000100094108","1970","District Of Columbia","11","District Of Columbia","001","0094","108","Tract   94 Block 108","1",19,23,18,22,0,0
"G11000100094109","1970","District Of Columbia","11","District Of Columbia","001","0094","109","Tract   94 Block 109","1",27,25,23,20,0,0
"G11000100094110","1970","District Of Columbia","11","District Of Columbia","001","0094","110","Tract   94 Block 110","1",21,26,16,17,0,1
"G11000100094111","1970","District Of Columbia","11","District Of Columbia","001","0094","111","Tract   94 Block 111","1",25,23,21,20,0,0
"G11000100094112","1970","District Of Columbia","11","District Of Columbia","001","0094","112","Tract   94 Block 112","1",37,40,30,32,0,0
