GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G1100010007302102","1970","District Of Columbia","11","District Of Columbia","001","007302","102","Tract   73.02 Block 102","1",109,117,74,77,0,0
"G1100010007302103","1970","District Of Columbia","11","District Of Columbia","001","007302","103","Tract   73.02 Block 103","1",156,171,106,100,4,4
"G1100010007302104","1970","District Of Columbia","11","District Of Columbia","001","007302","104","Tract   73.02 Block 104","1",114,139,100,117,1,1
"G1100010007302105","1970","District Of Columbia","11","District Of Columbia","001","007302","105","Tract   73.02 Block 105","1",71,59,53,50,0,0
"G1100010007302106","1970","District Of Columbia","11","District Of Columbia","001","007302","106","Tract   73.02 Block 106","1",117,147,65,69,6,13
"G1100010007302107","1970","District Of Columbia","11","District Of Columbia","001","007302","107","Tract   73.02 Block 107","1",98,130,61,75,0,0
"G1100010007302201","1970","District Of Columbia","11","District Of Columbia","001","007302","201","Tract   73.02 Block 201","1",126,116,116,114,0,0
"G1100010007302203","1970","District Of Columbia","11","District Of Columbia","001","007302","203","Tract   73.02 Block 203","1",27,16,15,5,0,1
"G1100010007302204","1970","District Of Columbia","11","District Of Columbia","001","007302","204","Tract   73.02 Block 204","1",12,11,12,11,0,0
"G1100010007302205","1970","District Of Columbia","11","District Of Columbia","001","007302","205","Tract   73.02 Block 205","1",33,31,26,23,0,1
"G1100010007302206","1970","District Of Columbia","11","District Of Columbia","001","007302","206","Tract   73.02 Block 206","1",38,51,30,37,2,3
"G1100010007302207","1970","District Of Columbia","11","District Of Columbia","001","007302","207","Tract   73.02 Block 207","1",40,41,17,21,2,1
"G1100010007302208","1970","District Of Columbia","11","District Of Columbia","001","007302","208","Tract   73.02 Block 208","1",35,43,13,13,0,0
"G1100010007302209","1970","District Of Columbia","11","District Of Columbia","001","007302","209","Tract   73.02 Block 209","1",40,41,19,23,0,0
"G1100010007302301","1970","District Of Columbia","11","District Of Columbia","001","007302","301","Tract   73.02 Block 301","1",5,2,0,0,0,0
"G1100010007302302","1970","District Of Columbia","11","District Of Columbia","001","007302","302","Tract   73.02 Block 302","1",37,43,27,30,1,1
"G1100010007302303","1970","District Of Columbia","11","District Of Columbia","001","007302","303","Tract   73.02 Block 303","1",26,28,19,15,0,0
"G1100010007302304","1970","District Of Columbia","11","District Of Columbia","001","007302","304","Tract   73.02 Block 304","1",44,48,34,37,4,4
"G1100010007302305","1970","District Of Columbia","11","District Of Columbia","001","007302","305","Tract   73.02 Block 305","1",53,77,29,36,1,2
"G1100010007302306","1970","District Of Columbia","11","District Of Columbia","001","007302","306","Tract   73.02 Block 306","1",109,146,94,112,2,2
"G1100010007302401","1970","District Of Columbia","11","District Of Columbia","001","007302","401","Tract   73.02 Block 401","1",510,506,467,461,4,0
"G1100010007302402","1970","District Of Columbia","11","District Of Columbia","001","007302","402","Tract   73.02 Block 402","1",103,118,78,88,0,0
"G1100010007302403","1970","District Of Columbia","11","District Of Columbia","001","007302","403","Tract   73.02 Block 403","1",70,63,66,58,0,0
"G1100010007302404","1970","District Of Columbia","11","District Of Columbia","001","007302","404","Tract   73.02 Block 404","1",226,236,210,223,5,0
"G1100010007302405","1970","District Of Columbia","11","District Of Columbia","001","007302","405","Tract   73.02 Block 405","1",25,23,22,22,0,0
"G1100010007302406","1970","District Of Columbia","11","District Of Columbia","001","007302","406","Tract   73.02 Block 406","1",44,57,43,48,0,0
"G1100010007302502","1970","District Of Columbia","11","District Of Columbia","001","007302","502","Tract   73.02 Block 502","1",134,154,107,119,0,0
"G1100010007302505","1970","District Of Columbia","11","District Of Columbia","001","007302","505","Tract   73.02 Block 505","1",104,119,60,59,4,3
"G1100010007302506","1970","District Of Columbia","11","District Of Columbia","001","007302","506","Tract   73.02 Block 506","1",18,22,5,3,0,0
"G1100010007302601","1970","District Of Columbia","11","District Of Columbia","001","007302","601","Tract   73.02 Block 601","1",47,31,19,17,0,0
"G1100010007302602","1970","District Of Columbia","11","District Of Columbia","001","007302","602","Tract   73.02 Block 602","1",44,49,32,36,0,0
"G1100010007302604","1970","District Of Columbia","11","District Of Columbia","001","007302","604","Tract   73.02 Block 604","1",68,79,55,61,0,0
"G1100010007303101","1970","District Of Columbia","11","District Of Columbia","001","007303","101","Tract   73.03 Block 101","1",1066,1126,1008,1059,7,4
"G1100010007303102","1970","District Of Columbia","11","District Of Columbia","001","007303","102","Tract   73.03 Block 102","1",6,5,3,1,0,0
"G1100010007303103","1970","District Of Columbia","11","District Of Columbia","001","007303","103","Tract   73.03 Block 103","1",234,258,227,250,0,0
"G1100010007303104","1970","District Of Columbia","11","District Of Columbia","001","007303","104","Tract   73.03 Block 104","1",9,13,3,7,0,0
"G1100010007303105","1970","District Of Columbia","11","District Of Columbia","001","007303","105","Tract   73.03 Block 105","1",57,83,47,55,0,2
"G1100010007303106","1970","District Of Columbia","11","District Of Columbia","001","007303","106","Tract   73.03 Block 106","1",98,99,86,86,2,2
"G1100010007303107","1970","District Of Columbia","11","District Of Columbia","001","007303","107","Tract   73.03 Block 107","1",186,160,177,156,0,0
"G1100010007303108","1970","District Of Columbia","11","District Of Columbia","001","007303","108","Tract   73.03 Block 108","1",144,146,142,144,0,0
"G1100010007303202","1970","District Of Columbia","11","District Of Columbia","001","007303","202","Tract   73.03 Block 202","1",159,202,153,194,2,6
"G1100010007303203","1970","District Of Columbia","11","District Of Columbia","001","007303","203","Tract   73.03 Block 203","1",156,176,146,165,0,0
"G1100010007303204","1970","District Of Columbia","11","District Of Columbia","001","007303","204","Tract   73.03 Block 204","1",95,102,92,98,0,1
"G1100010007303205","1970","District Of Columbia","11","District Of Columbia","001","007303","205","Tract   73.03 Block 205","1",-2,1,,,,
"G1100010007303206","1970","District Of Columbia","11","District Of Columbia","001","007303","206","Tract   73.03 Block 206","1",147,162,110,129,0,0
"G1100010007303207","1970","District Of Columbia","11","District Of Columbia","001","007303","207","Tract   73.03 Block 207","1",7,9,7,9,0,0
"G1100010007303208","1970","District Of Columbia","11","District Of Columbia","001","007303","208","Tract   73.03 Block 208","1",58,77,48,68,0,2
"G1100010007303301","1970","District Of Columbia","11","District Of Columbia","001","007303","301","Tract   73.03 Block 301","1",144,184,131,164,0,1
"G1100010007303302","1970","District Of Columbia","11","District Of Columbia","001","007303","302","Tract   73.03 Block 302","1",66,73,43,49,1,3
"G1100010007303303","1970","District Of Columbia","11","District Of Columbia","001","007303","303","Tract   73.03 Block 303","1",153,195,137,186,0,0
"G1100010007303304","1970","District Of Columbia","11","District Of Columbia","001","007303","304","Tract   73.03 Block 304","1",74,67,57,54,0,0
"G1100010007303305","1970","District Of Columbia","11","District Of Columbia","001","007303","305","Tract   73.03 Block 305","1",185,232,163,209,3,1
"G1100010007303306","1970","District Of Columbia","11","District Of Columbia","001","007303","306","Tract   73.03 Block 306","1",35,29,35,29,0,0
"G1100010007303401","1970","District Of Columbia","11","District Of Columbia","001","007303","401","Tract   73.03 Block 401","1",77,119,75,115,0,0
"G1100010007303402","1970","District Of Columbia","11","District Of Columbia","001","007303","402","Tract   73.03 Block 402","1",31,35,27,31,0,0
"G1100010007303403","1970","District Of Columbia","11","District Of Columbia","001","007303","403","Tract   73.03 Block 403","1",107,132,88,111,1,0
"G1100010007303404","1970","District Of Columbia","11","District Of Columbia","001","007303","404","Tract   73.03 Block 404","1",52,55,33,42,1,1
"G1100010007303405","1970","District Of Columbia","11","District Of Columbia","001","007303","405","Tract   73.03 Block 405","1",71,74,49,51,0,1
"G1100010007303406","1970","District Of Columbia","11","District Of Columbia","001","007303","406","Tract   73.03 Block 406","1",17,19,9,13,2,2
"G1100010007303407","1970","District Of Columbia","11","District Of Columbia","001","007303","407","Tract   73.03 Block 407","1",85,100,56,63,0,2
"G1100010007304101","1970","District Of Columbia","11","District Of Columbia","001","007304","101","Tract   73.04 Block 101","1",11,13,5,7,0,0
"G1100010007304102","1970","District Of Columbia","11","District Of Columbia","001","007304","102","Tract   73.04 Block 102","1",30,40,30,40,0,0
"G1100010007304103","1970","District Of Columbia","11","District Of Columbia","001","007304","103","Tract   73.04 Block 103","1",11,20,11,20,0,0
"G1100010007304104","1970","District Of Columbia","11","District Of Columbia","001","007304","104","Tract   73.04 Block 104","1",219,257,218,257,1,0
"G1100010007304105","1970","District Of Columbia","11","District Of Columbia","001","007304","105","Tract   73.04 Block 105","1",129,149,127,145,0,1
"G1100010007304108","1970","District Of Columbia","11","District Of Columbia","001","007304","108","Tract   73.04 Block 108","1",95,102,95,102,0,0
"G1100010007304109","1970","District Of Columbia","11","District Of Columbia","001","007304","109","Tract   73.04 Block 109","1",230,309,230,306,0,0
"G1100010007304110","1970","District Of Columbia","11","District Of Columbia","001","007304","110","Tract   73.04 Block 110","1",230,269,229,264,0,0
"G1100010007304201","1970","District Of Columbia","11","District Of Columbia","001","007304","201","Tract   73.04 Block 201","1",132,133,132,131,0,0
"G1100010007304202","1970","District Of Columbia","11","District Of Columbia","001","007304","202","Tract   73.04 Block 202","1",47,49,46,48,0,0
"G1100010007304203","1970","District Of Columbia","11","District Of Columbia","001","007304","203","Tract   73.04 Block 203","1",127,154,119,139,0,0
"G1100010007304204","1970","District Of Columbia","11","District Of Columbia","001","007304","204","Tract   73.04 Block 204","1",148,178,141,167,0,0
"G1100010007304205","1970","District Of Columbia","11","District Of Columbia","001","007304","205","Tract   73.04 Block 205","1",86,105,86,105,0,0
"G1100010007304206","1970","District Of Columbia","11","District Of Columbia","001","007304","206","Tract   73.04 Block 206","1",87,92,86,91,0,0
"G1100010007304207","1970","District Of Columbia","11","District Of Columbia","001","007304","207","Tract   73.04 Block 207","1",65,69,58,66,1,0
"G1100010007304301","1970","District Of Columbia","11","District Of Columbia","001","007304","301","Tract   73.04 Block 301","1",56,60,47,53,0,0
"G1100010007304302","1970","District Of Columbia","11","District Of Columbia","001","007304","302","Tract   73.04 Block 302","1",39,39,35,31,0,0
"G1100010007304303","1970","District Of Columbia","11","District Of Columbia","001","007304","303","Tract   73.04 Block 303","1",30,25,17,9,0,1
"G1100010007304304","1970","District Of Columbia","11","District Of Columbia","001","007304","304","Tract   73.04 Block 304","1",296,316,291,309,0,2
"G1100010007304305","1970","District Of Columbia","11","District Of Columbia","001","007304","305","Tract   73.04 Block 305","1",35,31,28,24,0,0
"G1100010007304306","1970","District Of Columbia","11","District Of Columbia","001","007304","306","Tract   73.04 Block 306","1",249,349,246,347,0,2
"G1100010007306101","1970","District Of Columbia","11","District Of Columbia","001","007306","101","Tract   73.06 Block 101","1",696,866,686,836,0,2
"G1100010007306107","1970","District Of Columbia","11","District Of Columbia","001","007306","107","Tract   73.06 Block 107","1",32,40,32,40,0,0
"G1100010007306108","1970","District Of Columbia","11","District Of Columbia","001","007306","108","Tract   73.06 Block 108","1",78,85,76,84,0,0
"G1100010007306109","1970","District Of Columbia","11","District Of Columbia","001","007306","109","Tract   73.06 Block 109","1",128,116,125,112,0,0
"G1100010007306110","1970","District Of Columbia","11","District Of Columbia","001","007306","110","Tract   73.06 Block 110","1",78,89,75,86,1,2
"G1100010007306111","1970","District Of Columbia","11","District Of Columbia","001","007306","111","Tract   73.06 Block 111","1",62,57,58,56,0,0
"G1100010007306112","1970","District Of Columbia","11","District Of Columbia","001","007306","112","Tract   73.06 Block 112","1",189,210,180,198,0,0
"G1100010007306113","1970","District Of Columbia","11","District Of Columbia","001","007306","113","Tract   73.06 Block 113","1",50,36,50,30,0,0
"G1100010007306203","1970","District Of Columbia","11","District Of Columbia","001","007306","203","Tract   73.06 Block 203","1",670,771,663,754,0,4
"G1100010007306204","1970","District Of Columbia","11","District Of Columbia","001","007306","204","Tract   73.06 Block 204","1",696,815,675,785,5,6
"G1100010007306205","1970","District Of Columbia","11","District Of Columbia","001","007306","205","Tract   73.06 Block 205","1",568,609,556,598,2,2
