GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALZKE001,ALZKE002,ALZKE003,AL1LE001,AL1LE002,AL1LE003,AL1LE004,AL1LE005,AL1LE006,AL1LE007,AL1LE008,NAME_M,ALZKM001,ALZKM002,ALZKM003,AL1LM001,AL1LM002,AL1LM003,AL1LM004,AL1LM005,AL1LM006,AL1LM007,AL1LM008
"G11000100001001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001001",,,"Block Group 1, Census Tract 1, District of Columbia, District of Columbia",839,727,112,408,259,33,19,14,0,226,149,"Block Group 1, Census Tract 1, District of Columbia, District of Columbia",139,124,98,102,83,37,30,21,12,78,78
"G11000100001002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001002",,,"Block Group 2, Census Tract 1, District of Columbia, District of Columbia",866,740,126,376,276,29,0,29,0,247,100,"Block Group 2, Census Tract 1, District of Columbia, District of Columbia",147,128,90,99,91,33,12,33,12,95,67
"G11000100001003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001003",,,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",504,465,39,323,240,40,0,40,0,200,83,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",106,105,64,94,91,35,12,35,12,84,61
"G11000100001004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001004",,,"Block Group 4, Census Tract 1, District of Columbia, District of Columbia",556,448,108,257,100,44,0,44,0,56,157,"Block Group 4, Census Tract 1, District of Columbia, District of Columbia",151,108,108,90,58,50,12,50,12,37,77
"G11000100002011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002011",,,"Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",12,12,12,12,12,12,12,12,12,12,12
"G11000100002021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002021",,,"Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",598,545,53,457,286,52,9,43,0,234,171,"Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",114,110,49,116,80,49,14,48,12,77,89
"G11000100002022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002022",,,"Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",314,295,19,225,174,0,0,0,0,174,51,"Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",81,82,24,77,82,12,12,12,12,82,42
"G11000100002023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002023",,,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",356,310,46,135,99,0,0,0,0,99,36,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",96,91,44,58,49,12,12,12,12,49,36
"G11000100002024","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002024",,,"Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",556,488,68,337,237,38,9,29,0,199,100,"Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",111,102,73,82,79,36,14,33,12,76,60
"G11000100003001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003001",,,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",590,492,98,292,220,22,22,0,0,198,72,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",116,106,91,98,92,35,35,12,12,84,57
"G11000100003002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003002",,,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",679,679,0,118,105,17,0,17,0,88,13,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",118,118,12,65,61,27,12,27,12,58,20
"G11000100003003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003003",,,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",557,557,0,388,240,13,0,13,0,227,148,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",108,108,12,94,80,21,12,21,12,79,74
"G11000100003004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003004",,,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",682,682,0,502,400,112,8,104,0,288,102,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",110,110,12,119,114,99,14,100,12,89,55
"G11000100004001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010004001",,,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",227,193,34,169,85,9,5,4,0,76,84,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",45,36,36,33,30,10,7,7,12,29,30
"G11000100004002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010004002",,,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",485,398,87,181,120,26,6,20,0,94,61,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",49,57,52,47,37,20,9,18,12,36,34
"G11000100005011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005011",,,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",887,631,256,208,91,23,0,23,0,68,117,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",119,121,145,76,51,35,12,35,12,44,64
"G11000100005012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005012",,,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",1330,1206,124,132,74,0,0,0,0,74,58,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",119,114,94,55,52,12,12,12,12,52,41
"G11000100005021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005021",,,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",872,805,67,435,286,77,0,77,0,209,149,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",66,77,57,66,66,44,12,44,12,64,55
"G11000100005022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005022",,,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",904,791,113,428,288,34,0,34,0,254,140,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",78,89,74,62,68,32,12,32,12,67,52
"G11000100006001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006001",,,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",666,666,0,349,244,19,19,0,0,225,105,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",99,99,12,81,82,29,29,12,12,79,61
"G11000100006002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006002",,,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",525,511,14,330,264,10,0,10,0,254,66,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",105,111,22,103,100,16,12,16,12,99,57
"G11000100006003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006003",,,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",345,345,0,171,98,0,0,0,0,98,73,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",82,82,12,72,62,12,12,12,12,62,52
"G11000100006004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006004",,,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",720,655,65,619,394,59,0,59,0,335,225,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",99,94,76,92,113,60,12,60,12,114,87
"G11000100007011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007011",,,"Block Group 1, Census Tract 7.01, District of Columbia, District of Columbia",817,767,50,244,202,16,0,16,0,186,42,"Block Group 1, Census Tract 7.01, District of Columbia, District of Columbia",167,156,80,82,85,26,12,26,12,85,35
"G11000100007012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007012",,,"Block Group 2, Census Tract 7.01, District of Columbia, District of Columbia",753,737,16,263,184,0,0,0,0,184,79,"Block Group 2, Census Tract 7.01, District of Columbia, District of Columbia",137,136,25,122,118,12,12,12,12,118,59
"G11000100007013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000701","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007013",,,"Block Group 3, Census Tract 7.01, District of Columbia, District of Columbia",1152,1078,74,981,556,44,0,44,0,512,425,"Block Group 3, Census Tract 7.01, District of Columbia, District of Columbia",159,140,83,148,130,57,12,57,12,125,120
"G11000100007014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000701","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007014",,,"Block Group 4, Census Tract 7.01, District of Columbia, District of Columbia",807,705,102,446,361,117,68,49,0,244,85,"Block Group 4, Census Tract 7.01, District of Columbia, District of Columbia",161,153,119,126,124,90,88,49,12,115,62
"G11000100007021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007021",,,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",858,811,47,262,244,6,6,0,74,164,18,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",154,151,74,134,131,9,9,12,89,99,28
"G11000100007022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007022",,,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",933,816,117,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",168,173,106,12,12,12,12,12,12,12,12
"G11000100007023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007023",,,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",514,465,49,158,142,27,13,14,0,115,16,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",106,91,78,69,64,29,21,21,12,57,25
"G11000100008011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008011",,,"Block Group 1, Census Tract 8.01, District of Columbia, District of Columbia",1210,981,229,820,542,12,12,0,0,530,278,"Block Group 1, Census Tract 8.01, District of Columbia, District of Columbia",121,130,121,125,148,18,18,12,12,148,98
"G11000100008012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000801","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008012",,,"Block Group 2, Census Tract 8.01, District of Columbia, District of Columbia",406,393,13,380,258,32,0,32,0,226,122,"Block Group 2, Census Tract 8.01, District of Columbia, District of Columbia",87,90,21,91,99,39,12,39,12,92,68
"G11000100008013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000801","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008013",,,"Block Group 3, Census Tract 8.01, District of Columbia, District of Columbia",978,939,39,846,570,66,14,52,0,504,276,"Block Group 3, Census Tract 8.01, District of Columbia, District of Columbia",135,140,43,156,140,42,21,38,12,142,117
"G11000100008014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000801","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008014",,,"Block Group 4, Census Tract 8.01, District of Columbia, District of Columbia",236,236,0,156,126,0,0,0,0,126,30,"Block Group 4, Census Tract 8.01, District of Columbia, District of Columbia",73,73,12,75,72,12,12,12,12,72,34
"G11000100008021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000802","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008021",,,"Block Group 1, Census Tract 8.02, District of Columbia, District of Columbia",975,933,42,525,406,103,30,73,0,303,119,"Block Group 1, Census Tract 8.02, District of Columbia, District of Columbia",104,106,49,109,107,53,24,52,12,97,52
"G11000100008022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000802","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008022",,,"Block Group 2, Census Tract 8.02, District of Columbia, District of Columbia",483,438,45,273,212,71,14,57,0,141,61,"Block Group 2, Census Tract 8.02, District of Columbia, District of Columbia",98,92,49,69,64,45,22,39,12,58,42
"G11000100009011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009011",,,"Block Group 1, Census Tract 9.01, District of Columbia, District of Columbia",578,539,39,502,384,68,0,68,0,316,118,"Block Group 1, Census Tract 9.01, District of Columbia, District of Columbia",75,67,44,71,75,41,12,41,12,74,50
"G11000100009012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009012",,,"Block Group 2, Census Tract 9.01, District of Columbia, District of Columbia",668,642,26,417,297,49,0,49,10,238,120,"Block Group 2, Census Tract 9.01, District of Columbia, District of Columbia",74,82,43,51,62,29,12,29,16,64,51
"G11000100009013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009013",,,"Block Group 3, Census Tract 9.01, District of Columbia, District of Columbia",403,371,32,333,261,79,0,79,0,182,72,"Block Group 3, Census Tract 9.01, District of Columbia, District of Columbia",63,60,40,62,66,47,12,47,12,61,39
"G11000100009021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009021",,,"Block Group 1, Census Tract 9.02, District of Columbia, District of Columbia",339,334,5,321,246,54,11,43,0,192,75,"Block Group 1, Census Tract 9.02, District of Columbia, District of Columbia",48,48,8,49,52,24,13,23,12,54,43
"G11000100009022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"000902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009022",,,"Block Group 2, Census Tract 9.02, District of Columbia, District of Columbia",526,501,25,433,330,83,7,76,0,247,103,"Block Group 2, Census Tract 9.02, District of Columbia, District of Columbia",50,52,29,48,52,32,10,32,12,52,32
"G11000100010011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010011",,,"Block Group 1, Census Tract 10.01, District of Columbia, District of Columbia",285,285,0,226,208,33,14,19,19,156,18,"Block Group 1, Census Tract 10.01, District of Columbia, District of Columbia",60,60,12,73,71,37,22,30,29,66,28
"G11000100010012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010012",,,"Block Group 2, Census Tract 10.01, District of Columbia, District of Columbia",864,806,58,429,357,148,0,148,0,209,72,"Block Group 2, Census Tract 10.01, District of Columbia, District of Columbia",112,100,60,106,95,77,12,77,12,70,54
"G11000100010013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010013",,,"Block Group 3, Census Tract 10.01, District of Columbia, District of Columbia",361,361,0,361,234,42,0,42,0,192,127,"Block Group 3, Census Tract 10.01, District of Columbia, District of Columbia",68,68,12,68,70,32,12,32,12,71,74
"G11000100010014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010014",,,"Block Group 4, Census Tract 10.01, District of Columbia, District of Columbia",472,472,0,411,289,75,0,75,0,214,122,"Block Group 4, Census Tract 10.01, District of Columbia, District of Columbia",68,68,12,82,85,41,12,41,12,84,69
"G11000100010015","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010015",,,"Block Group 5, Census Tract 10.01, District of Columbia, District of Columbia",380,380,0,380,280,64,0,64,16,200,100,"Block Group 5, Census Tract 10.01, District of Columbia, District of Columbia",80,80,12,80,86,47,12,47,26,99,57
"G11000100010016","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001001","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010016",,,"Block Group 6, Census Tract 10.01, District of Columbia, District of Columbia",473,473,0,473,334,89,0,89,0,245,139,"Block Group 6, Census Tract 10.01, District of Columbia, District of Columbia",75,75,12,75,93,59,12,59,12,87,83
"G11000100010021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010021",,,"Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia",770,494,276,133,66,0,0,0,0,66,67,"Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia",169,141,173,74,42,12,12,12,12,42,68
"G11000100010022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010022",,,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",957,866,91,275,179,4,0,4,0,175,96,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",148,144,103,90,84,11,12,11,12,81,52
"G11000100010023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010023",,,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",472,457,15,262,154,69,0,69,0,85,108,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",113,115,25,84,79,55,12,55,12,57,69
"G11000100011001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011001",,,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",817,799,18,469,320,149,0,149,0,171,149,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",146,147,28,74,84,84,12,84,12,66,71
"G11000100011002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011002",,,"Block Group 2, Census Tract 11, District of Columbia, District of Columbia",689,613,76,486,367,129,0,129,0,238,119,"Block Group 2, Census Tract 11, District of Columbia, District of Columbia",134,135,77,117,105,76,12,76,12,93,64
"G11000100011003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011003",,,"Block Group 3, Census Tract 11, District of Columbia, District of Columbia",340,340,0,151,131,12,0,12,0,119,20,"Block Group 3, Census Tract 11, District of Columbia, District of Columbia",87,87,12,45,47,19,12,19,12,48,24
"G11000100011004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011004",,,"Block Group 4, Census Tract 11, District of Columbia, District of Columbia",408,309,99,278,205,29,0,29,0,176,73,"Block Group 4, Census Tract 11, District of Columbia, District of Columbia",100,65,111,68,68,36,12,36,12,60,48
"G11000100012001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012001",,,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",1029,1029,0,529,400,64,29,35,0,336,129,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",139,139,12,110,104,47,34,33,12,110,67
"G11000100012002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012002",,,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",550,512,38,117,86,51,0,51,0,35,31,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",95,101,58,48,48,39,12,39,12,33,36
"G11000100012003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012003",,,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",334,291,43,209,140,13,0,13,0,127,69,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",69,72,68,69,60,22,12,22,12,59,46
"G11000100012004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012004",,,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",636,636,0,501,469,86,0,86,0,383,32,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",117,117,12,102,102,53,12,53,12,116,34
"G11000100013011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013011",,,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",761,716,45,180,131,58,0,58,0,73,49,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",127,136,71,66,71,49,12,49,12,62,35
"G11000100013012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013012",,,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",293,278,15,270,239,51,0,51,0,188,31,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",64,66,22,69,68,41,12,41,12,76,26
"G11000100013013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013013",,,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",1008,925,83,147,115,24,0,24,0,91,32,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",137,136,91,61,56,36,12,36,12,53,35
"G11000100013021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013021",,,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia",1840,1687,153,690,430,23,0,23,0,407,260,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia",232,234,137,154,145,37,12,37,12,146,119
"G11000100013022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013022",,,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",2968,2824,144,745,439,0,0,0,0,439,306,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",344,368,131,262,214,12,12,12,12,214,159
"G11000100013023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013023",,,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",408,408,0,155,74,0,0,0,0,74,81,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",202,202,12,98,55,12,12,12,12,55,94
"G11000100014011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010014011",,,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",1075,1048,27,423,276,24,0,24,0,252,147,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",74,81,41,63,57,16,12,16,12,58,50
"G11000100014012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010014012",,,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",382,382,0,382,330,93,12,81,0,237,52,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",56,56,12,56,55,44,18,39,12,65,30
"G11000100014021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010014021",,,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",366,366,0,324,248,35,22,13,0,213,76,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",63,63,12,62,57,32,23,20,12,57,40
"G11000100014022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010014022",,,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",456,456,0,243,154,62,29,33,0,92,89,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",97,97,12,53,52,49,43,27,12,40,45
"G11000100014023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010014023",,,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",778,690,88,262,198,48,0,48,0,150,64,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",93,98,72,64,62,30,12,30,12,57,38
"G11000100015001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010015001",,,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",596,556,40,505,375,101,0,101,14,260,130,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",80,80,57,81,89,66,12,66,23,86,65
"G11000100015002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010015002",,,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",334,334,0,334,220,17,0,17,0,203,114,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",68,68,12,68,86,28,12,28,12,83,66
"G11000100015003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010015003",,,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",229,229,0,148,106,57,19,38,0,49,42,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",60,60,12,41,42,32,32,30,12,37,40
