GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALZKE001,ALZKE002,ALZKE003,AL1LE001,AL1LE002,AL1LE003,AL1LE004,AL1LE005,AL1LE006,AL1LE007,AL1LE008,NAME_M,ALZKM001,ALZKM002,ALZKM003,AL1LM001,AL1LM002,AL1LM003,AL1LM004,AL1LM005,AL1LM006,AL1LM007,AL1LM008
"G11000100055004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010055004",,,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",547,440,107,114,63,0,0,0,0,63,51,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",164,144,136,92,72,12,12,12,12,72,62
"G11000100055005","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005500","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010055005",,,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",470,470,0,189,163,32,0,32,0,131,26,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",126,126,12,110,99,40,12,40,12,98,44
"G11000100056001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010056001",,,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",1413,1085,328,334,85,0,0,0,0,85,249,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",194,163,169,107,56,12,12,12,12,56,106
"G11000100056002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010056002",,,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",1218,1013,205,782,372,0,0,0,0,372,410,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",175,158,133,155,127,12,12,12,12,127,117
"G11000100056003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010056003",,,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia",610,497,113,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia",139,122,111,12,12,12,12,12,12,12,12
"G11000100056004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010056004",,,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia",560,497,63,107,15,15,15,0,0,0,92,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia",103,93,65,65,24,24,24,12,12,12,60
"G11000100058001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010058001",,,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia",1652,1248,404,319,202,9,9,0,0,193,117,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia",145,158,128,90,73,15,15,12,12,70,53
"G11000100058002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010058002",,,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia",1183,1014,169,422,325,21,0,21,0,304,97,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia",134,125,101,96,85,23,12,23,12,84,51
"G11000100059001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010059001",,,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",1483,1194,289,163,140,44,26,18,0,96,23,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",68,103,101,49,49,34,31,20,12,39,20
"G11000100062021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010062021",,,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia",38,38,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia",57,57,12,12,12,12,12,12,12,12,12
"G11000100064001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010064001",,,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia",964,861,103,113,103,17,0,17,0,86,10,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia",83,107,75,54,54,20,12,20,12,53,13
"G11000100064002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010064002",,,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia",471,456,15,83,76,12,0,12,7,57,7,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia",83,82,23,39,41,14,12,14,12,38,11
"G11000100065001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010065001",,,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",704,553,151,193,143,24,0,24,0,119,50,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",105,108,71,70,63,22,12,22,12,61,45
"G11000100065002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010065002",,,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia",772,632,140,405,320,55,0,55,0,265,85,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia",101,88,76,70,73,32,12,32,12,67,43
"G11000100066001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010066001",,,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia",1127,1031,96,617,416,59,11,48,0,357,201,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia",73,86,67,83,94,45,17,41,12,87,67
"G11000100067001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010067001",,,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",582,553,29,282,201,42,0,42,0,159,81,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",77,77,36,57,49,37,12,37,12,47,47
"G11000100067002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010067002",,,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia",654,585,69,387,296,40,0,40,0,256,91,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia",90,88,62,78,79,33,12,33,12,80,46
"G11000100067003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010067003",,,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",696,674,22,516,402,96,20,76,0,306,114,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",86,89,20,103,86,44,21,38,12,84,73
"G11000100068011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010068011",,,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",757,700,57,369,293,39,17,22,0,254,76,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",84,73,45,71,70,24,17,17,12,67,32
"G11000100068012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006801","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010068012",,,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",343,252,91,176,176,29,5,24,0,147,0,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",73,60,60,54,54,23,8,22,12,51,12
"G11000100068021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006802","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010068021",,,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",362,354,8,222,195,41,28,13,0,154,27,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",62,63,14,56,55,36,32,15,12,48,21
"G11000100068022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006802","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010068022",,,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",717,680,37,490,435,87,15,72,0,348,55,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",62,59,51,64,61,48,20,41,12,68,34
"G11000100068041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006804","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010068041",,,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",36,36,0,36,32,4,0,4,0,28,4,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",22,22,12,22,23,3,12,3,12,25,4
"G11000100069001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010069001",,,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia",841,768,73,350,313,46,14,32,0,267,37,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia",79,88,57,90,90,39,22,31,12,82,26
"G11000100069002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"006900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010069002",,,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia",419,419,0,341,300,57,0,57,0,243,41,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia",79,79,12,80,84,39,12,39,12,86,34
"G11000100070001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010070001",,,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia",796,655,141,324,309,104,0,104,0,205,15,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia",100,105,99,71,70,49,12,49,12,69,14
"G11000100070002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010070002",,,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia",391,352,39,177,144,40,0,40,0,104,33,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia",73,66,52,58,50,25,12,25,12,48,27
"G11000100071001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010071001",,,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia",323,279,44,97,82,9,0,9,0,73,15,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia",81,77,51,41,43,16,12,16,12,42,17
"G11000100071002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010071002",,,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia",1107,1014,93,458,408,59,0,59,0,349,50,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia",92,93,55,84,87,34,12,34,12,90,31
"G11000100072001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010072001",,,"Block Group 1, Census Tract 72, District of Columbia, District of Columbia",2551,2340,211,572,520,53,32,21,0,467,52,"Block Group 1, Census Tract 72, District of Columbia, District of Columbia",163,164,122,127,124,38,28,32,12,125,36
"G11000100072002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010072002",,,"Block Group 2, Census Tract 72, District of Columbia, District of Columbia",1658,1495,163,50,50,6,6,0,7,37,0,"Block Group 2, Census Tract 72, District of Columbia, District of Columbia",158,166,100,27,27,10,10,12,11,28,12
"G11000100073011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010073011",,,"Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia",1368,1290,78,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia",56,80,51,12,12,12,12,12,12,12,12
"G11000100073041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007304","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010073041",,,"Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia",896,770,126,114,105,19,9,10,0,86,9,"Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia",114,117,66,53,54,21,15,15,12,49,14
"G11000100073042","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007304","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010073042",,,"Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia",356,330,26,118,109,49,31,18,0,60,9,"Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia",91,88,31,66,65,52,48,21,12,45,14
"G11000100073043","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007304","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010073043",,,"Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia",291,234,57,65,38,0,0,0,0,38,27,"Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia",102,98,54,57,41,12,12,12,12,41,42
"G11000100074011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074011",,,"Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia",515,223,292,44,27,0,0,0,12,15,17,"Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia",72,63,59,25,21,12,12,12,18,20,12
"G11000100074012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074012",,,"Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia",557,492,65,85,65,0,0,0,0,65,20,"Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia",64,68,34,35,31,12,12,12,12,31,22
"G11000100074031","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007403","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074031",,,"Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia",1139,1015,124,59,42,12,0,12,0,30,17,"Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia",54,82,67,32,30,19,12,19,12,22,16
"G11000100074041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007404","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074041",,,"Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia",639,588,51,139,101,41,41,0,0,60,38,"Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia",115,120,46,67,58,48,48,12,12,39,38
"G11000100074042","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007404","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074042",,,"Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia",597,558,39,316,270,23,8,15,0,247,46,"Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia",102,107,44,103,109,26,11,23,12,108,37
"G11000100074043","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007404","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074043",,,"Block Group 3, Census Tract 74.04, District of Columbia, District of Columbia",177,74,103,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 74.04, District of Columbia, District of Columbia",73,58,45,12,12,12,12,12,12,12,12
"G11000100074061","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007406","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074061",,,"Block Group 1, Census Tract 74.06, District of Columbia, District of Columbia",748,648,100,85,85,35,35,0,0,50,0,"Block Group 1, Census Tract 74.06, District of Columbia, District of Columbia",111,116,67,60,60,45,45,12,12,44,12
"G11000100074062","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007406","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074062",,,"Block Group 2, Census Tract 74.06, District of Columbia, District of Columbia",510,425,85,36,36,4,0,4,0,32,0,"Block Group 2, Census Tract 74.06, District of Columbia, District of Columbia",107,113,59,26,26,9,12,9,12,26,12
"G11000100074071","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007407","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074071",,,"Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia",543,521,22,223,175,11,11,0,0,164,48,"Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia",101,108,31,84,80,20,20,12,12,78,43
"G11000100074072","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007407","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074072",,,"Block Group 2, Census Tract 74.07, District of Columbia, District of Columbia",997,905,92,344,276,36,5,31,0,240,68,"Block Group 2, Census Tract 74.07, District of Columbia, District of Columbia",92,90,65,86,80,32,9,33,12,73,39
"G11000100074081","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007408","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074081",,,"Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia",1310,1035,275,134,54,30,30,0,0,24,80,"Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia",48,113,86,73,49,43,43,12,12,26,55
"G11000100074091","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007409","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074091",,,"Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia",484,417,67,135,110,0,0,0,0,110,25,"Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia",113,122,53,59,48,12,12,12,12,48,39
"G11000100074092","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007409","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074092",,,"Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia",656,656,0,235,179,10,10,0,0,169,56,"Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia",119,119,12,74,67,18,18,12,12,65,51
"G11000100074093","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007409","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010074093",,,"Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia",497,497,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia",126,126,12,12,12,12,12,12,12,12,12
"G11000100075021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010075021",,,"Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia",1129,1092,37,29,0,0,0,0,0,0,29,"Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia",147,143,42,29,12,12,12,12,12,12,29
"G11000100075022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010075022",,,"Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia",995,736,259,301,291,19,19,0,0,272,10,"Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia",139,143,97,101,101,22,22,12,12,99,17
"G11000100075031","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007503","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010075031",,,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",358,309,49,155,109,5,5,0,0,104,46,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",47,48,36,40,35,8,8,12,12,36,31
"G11000100075032","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007503","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010075032",,,"Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia",684,596,88,141,124,7,7,0,0,117,17,"Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia",55,63,39,37,37,11,11,12,12,37,14
"G11000100075041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007504","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010075041",,,"Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia",1387,1194,193,258,236,0,0,0,0,236,22,"Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia",76,134,96,107,110,12,12,12,12,110,27
"G11000100076011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076011",,,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",355,355,0,71,63,9,9,0,0,54,8,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",119,119,12,40,38,13,13,12,12,35,14
"G11000100076012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076012",,,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",279,259,20,205,147,31,0,31,0,116,58,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",102,99,34,96,95,35,12,35,12,90,49
"G11000100076013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076013",,,"Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia",811,733,78,268,195,34,14,20,0,161,73,"Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia",135,137,55,84,79,33,22,25,12,68,38
"G11000100076014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076014",,,"Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia",488,440,48,154,94,12,0,12,0,82,60,"Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia",132,130,54,62,53,20,12,20,12,49,38
"G11000100076015","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076015",,,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",418,372,46,144,91,18,0,18,0,73,53,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",122,124,47,68,44,23,12,23,12,36,53
"G11000100076031","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007603","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076031",,,"Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia",936,815,121,529,443,10,10,0,0,433,86,"Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia",185,189,110,181,181,17,17,12,12,179,69
"G11000100076032","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007603","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076032",,,"Block Group 2, Census Tract 76.03, District of Columbia, District of Columbia",339,339,0,86,42,13,0,13,0,29,44,"Block Group 2, Census Tract 76.03, District of Columbia, District of Columbia",127,127,12,52,33,24,12,24,12,31,42
"G11000100076033","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007603","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076033",,,"Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia",326,247,79,195,107,60,0,60,0,47,88,"Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia",112,70,90,62,63,57,12,57,12,53,45
"G11000100076034","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007603","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076034",,,"Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia",876,830,46,186,92,0,0,0,0,92,94,"Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia",143,163,74,118,108,12,12,12,12,108,63
"G11000100076041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007604","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076041",,,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",782,742,40,87,62,7,7,0,0,55,25,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",136,130,45,44,42,11,11,12,12,43,27
"G11000100076042","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007604","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076042",,,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",647,593,54,369,284,55,24,31,0,229,85,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",111,114,51,76,77,42,25,31,12,74,41
"G11000100076043","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007604","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076043",,,"Block Group 3, Census Tract 76.04, District of Columbia, District of Columbia",608,515,93,139,127,10,0,10,0,117,12,"Block Group 3, Census Tract 76.04, District of Columbia, District of Columbia",159,149,59,61,59,16,12,16,12,61,19
"G11000100076051","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007605","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076051",,,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",292,275,17,249,193,29,0,29,0,164,56,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",63,58,27,65,71,30,12,30,12,66,31
"G11000100076052","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007605","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076052",,,"Block Group 2, Census Tract 76.05, District of Columbia, District of Columbia",1225,1082,143,51,51,8,0,8,0,43,0,"Block Group 2, Census Tract 76.05, District of Columbia, District of Columbia",107,114,72,33,33,12,12,12,12,31,12
"G11000100076053","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007605","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010076053",,,"Block Group 3, Census Tract 76.05, District of Columbia, District of Columbia",323,264,59,90,52,17,0,17,0,35,38,"Block Group 3, Census Tract 76.05, District of Columbia, District of Columbia",80,78,43,54,48,23,12,23,12,39,22
"G11000100077031","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007703","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010077031",,,"Block Group 1, Census Tract 77.03, District of Columbia, District of Columbia",308,275,33,62,30,0,0,0,0,30,32,"Block Group 1, Census Tract 77.03, District of Columbia, District of Columbia",122,124,52,57,43,12,12,12,12,43,37
"G11000100077032","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"007703","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010077032",,,"Block Group 2, Census Tract 77.03, District of Columbia, District of Columbia",724,619,105,332,275,39,28,11,0,236,57,"Block Group 2, Census Tract 77.03, District of Columbia, District of Columbia",183,185,96,158,122,45,38,21,12,127,93
